Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-03-20,14:55:41.500,94,5.6,11.13,0.0,0,0.0,-4,-1,-1024,-7,-1009,574,-1,-1,-1,-1,-1,1,-1,-1,0x000000000000000D,1494,1466,988,1498,1494,1091,988,988,1730,2012,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2025-03-20,14:55:41.970,101,5.6,11.13,0.0,0,0.0,-5,-1,-1024,-7,-1009,573,-1,-1,-1,-1,-1,1,-1,-1,0x000000000000000D,1494,1466,988,1499,1494,1091,988,988,1730,2012,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2025-03-20,14:55:42.470,104,5.6,11.13,0.0,0,0.0,-5,-1,-1024,-7,-1009,573,1,-1,-1,-1,-1,1,-1,-1,0x000000000000000D,1494,1466,988,1499,1494,1091,988,988,1730,2012,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-03-20,14:55:42.970,101,5.6,11.13,0.0,0,0.0,-5,-1,-1024,-7,-1009,573,1,-1,-1,-1,-1,1,-1,-1,0x000000000000000D,1494,1466,988,1499,1494,1091,988,988,1730,2012,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2025-03-20,14:55:43.470,97,5.6,11.13,0.0,0,0.0,-5,-1,-1024,-6,-1009,574,1,-1,-1,-1,-1,1,-1,-1,0x000000000000000D,1493,1466,988,1499,1493,1091,988,988,1730,2012,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
