Date,Time,RSSI(dB),RxBt(V),VFAS(V),Curr(A),mAh(mAh),Pwr(W),Rud,Ele,Thr,Ail,P1,P2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-12,13:50:11.080,102,5.2,1.22,3.2,1,3.9,38,-937,-353,77,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1523,1917,1324,1519,1512,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:12.050,96,5.2,1.22,7.6,3,9.2,162,-895,-133,98,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1528,1904,1434,1581,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:13.050,89,5.2,1.21,9.9,5,11.9,363,-882,192,229,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1557,1910,1596,1681,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:14.050,94,5.2,1.20,10.1,8,12.1,343,-870,308,306,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1577,1908,1654,1671,1538,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:15.050,82,5.2,1.19,16.2,12,19.2,310,-718,555,231,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1557,1841,1777,1655,1529,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:16.050,75,5.2,1.16,23.0,17,26.6,346,-569,920,227,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1556,1781,1960,1673,1528,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:17.050,72,5.2,1.14,24.1,24,27.4,349,-505,1024,267,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1566,1752,2012,1674,1533,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:18.050,70,5.2,1.14,23.9,31,27.2,242,-1023,1024,-41,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1500,2011,2012,1621,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:19.050,77,5.2,1.13,23.2,37,26.2,195,-375,1024,813,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1824,1687,2012,1597,1662,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-12,13:50:20.050,68,5.3,1.13,22.4,44,25.3,50,-315,1024,-328,-382,832,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000000C,1466,1657,2012,1525,1433,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
